,city,comments,country,date posted,datetime,duration (hours/min),duration (seconds),latitude,longitude,shape,state
73421,pahrump,Time 9:00 a.m. went outside to pump water up from well.  I heard an airforce jet&#44so I looked up.  At about 1:00 oclock high&#44 the jet wa,us,6/21/2000,9/1/1995 09:00,two hours,300.0,36.2083333,-115.98305559999999,changing,nv
73422,pahrump,9;30a.m. six starlike objects following an airforce jet spotted  in the northern sky.  11;30a.m. approximately 145 starlike objects sig,us,11/2/1999,9/1/1995 09:30,12 minutes,720.0,36.2083333,-115.98305559999999,light,nv
73423,savannah,Strange spinning lights behaving strangely in downtown Savannah,us,9/15/2005,9/1/1995 10:00,3 minutes,180.0,32.0833333,-81.1,diamond,ga
73424,eagle butte,The unexplained bright blue light.,us,1/11/2002,9/1/1995 10:30,3 minutes,180.0,45.0025,-101.2330556,light,sd
73425,coral springs,bright round light flew over our car two times,us,2/1/2007,9/1/1996 01:00,15 seconds,15.0,26.2708333,-80.27083329999999,light,fl
73426,tuscaloosa,Saucer skirts clouds&#44 disappears,us,5/12/2010,9/1/1996 17:00,<1 min.,60.0,33.2097222,-87.5691667,disk,al
73427,ohio-michigan border,A UFO explodes in the sky,,11/28/2007,9/1/1996 18:00,1 minute,60.0,40.417287,-82.907123,light,oh
73428,new holland (rural),Witnessed an object with 3 lights forming an equilateral triangle on its bottom plane that hovered and made no noise.,us,2/18/2001,9/1/1996 20:00,10 min,600.0,40.1847222,-89.5808333,unknown,il
73429,wattsburgh (corry),Spotlights from the sky.,,11/11/2003,9/1/1996 21:00,30 mimutes,1800.0,42.003665000000005,-79.810884,other,pa
73430,wabeno,orange ball seen following a secret aircrat&#44 at 450 mphin the northwoods of wisconsin.,us,11/11/2003,9/1/1996 22:30,15 seconds,15.0,45.4386111,-88.66027779999999,fireball,wi
73431,wise,Mysterious aircraft sighted in the hills of Southwest Virginia,us,7/1/2002,9/1/1996 22:30,10 minutes,600.0,36.9758333,-82.5758333,oval,va
73432,woodmont,walking my dog along the beach&#44I was taking pictures of the oyster boats with my digital camera&#44 when I viewed the pictures&#44 I found a,us,2/22/2002,9/1/1997 18:00,15minutes,900.0,41.228055600000005,-72.99194440000001,disk,ct
73433,pleasant view,large white fireball or super flare...,us,10/31/2003,9/1/1997 20:00,5 seconds,5.0,36.3941667,-87.0366667,fireball,tn
73434,carlsbad,Round orb of light seen in back yard.between apr.and oct 1997.,us,12/12/2009,9/1/1997 22:30,3-5 min,300.0,33.158055600000004,-117.3497222,light,ca
73435,new york city (brooklyn),Two eliptical luminous pink objects travelling North East at approximately Mark-2 in parallel formation.   However&#44 there was sound emi,us,9/26/1998,9/1/1998 01:00,20 minutes,1200.0,40.7141667,-74.0063889,oval,ny
73436,seaside,On this warm night I was watching the starry sky&#44 suddenly and lasting only moments&#44 a silk-like floated over my sight line.  It gave t,us,4/2/1999,9/1/1998 01:00,moments,2.0,45.993333299999996,-123.9213889,triangle,or
73437,leonardo,Saw three disk shaped objects over my house. Very qiuet. Nothing spectacular&#44 but I NEVER  saw anything like it before.,us,12/23/2002,9/1/1998 06:00,3 minutes,180.0,40.4172222,-74.0625,disk,nj
73438,tolono,I was trimming hedges.  took break&#44 looked up an saw object appear the disappear,us,9/12/1999,9/1/1998 10:30,3 sec,3.0,39.9861111,-88.2588889,circle,il
73439,jonesville,had seen the same lookung object earlier in day disapeared behind buildings around 4:30 Iwas stuck on lift bridge it was not moving abo,us,7/14/1999,9/1/1998 16:30,10 min,600.0,41.3113889,-89.0713889,cigar,il
73440,avoca,Driving South on I-81 around 20 miles South of Avoca Airport. Saw large object hovering right off the side of highway.  Nighttime spott,us,4/1/2000,9/1/1998 19:30,approx 2 min,120.0,41.339722200000004,-75.7366667,triangle,pa
73441,dartford tunnel (near; kent) (uk/england),Dark grey silent hovering triangle with lights on each corner - over England.,,8/7/2007,9/1/1998 19:30,a few minutes,120.0,51.464869,0.257776,triangle,
73442,desert center (~west to 10 miles east of chiriaco summit),At two different locations 15 miles apart we saw 4 huge orbs of bright light. Two very different formations. On the second sighting saw,us,10/12/2001,9/1/1998 20:30,45 minutes,2700.0,33.7125,-115.4013889,sphere,ca
73443,junction city,5 red lights circled each other hovering about 150 feet off ground for about a minute and a helf then fly away and a high rate of speed,us,6/12/2008,9/1/1999 00:00,1-2 minutes,120.0,39.7211111,-82.29888890000001,triangle,oh
73444,santa cruz,looked like a shooting star&#44 but stars don&#39t move that way.,us,9/2/2005,9/1/1999 01:00,1 minute,60.0,36.974166700000005,-122.02972220000001,unknown,ca
73445,tinley park,I was outside having a smoke and noticed two objects in the sky or space far up shooting across the sky and were red and blue tint of c,us,8/28/2002,9/1/1999 01:00,seconds,2.0,41.5733333,-87.7844444,triangle,il
73446,bothell,i was waiting outside of my friend&#39s workplace (ATL&#44 a Phillips company) for him to get off when i saw 4 star like objects flying in a,us,5/24/2005,9/1/1999 01:15,3-4 sec,4.0,47.7625,-122.20416670000002,formation,wa
73447,wadsworth,Stationary orange ball of light just above horizon:  Southeast Medina County&#44 Ohio. Aprx 4:30am EDT.  Stargazing several miles west of,us,9/12/1999,9/1/1999 04:30,30-45 seconds,45.0,41.025555600000004,-81.73,light,oh
73448,lincolnton,Glowing object in morning sky,us,10/2/1999,9/1/1999 06:00,5 minutes,300.0,35.47361110000001,-81.2547222,changing,nc
73449,stockton,Multiple contrails on polar trajectory,us,5/24/2005,9/1/1999 06:30,2 hrs,7200.0,37.9577778,-121.2897222,formation,ca
73450,cleveland,Distinct&#44 isolated grouping of seven white orbs during the day several miles straight up (12 o&#39clock) that hovered then faded.,us,12/19/2003,9/1/1999 12:45,20-30 minutes,1800.0,41.499444399999994,-81.69555559999999,light,oh
73451,chicago,I am the producer of the CBS television Series &quot;Early Edition&quot; filmed in Chicago.  A second unit filming a locked off shot of a clock i,us,10/2/1999,9/1/1999 15:00,1 second,1.0,41.85,-87.65,cigar,il
73452,stuttgart,I observed  a silver cigar shaped object traveling at about 4000ft. at a speed of about 250-300mph.The object was traveling west north,us,4/15/2000,9/1/1999 16:00,60sec.,60.0,34.5002778,-91.5525,cigar,ar
73453,flagstaff,oval shaped with some kind of &quot;bumps&quot; on top,us,5/24/2005,9/1/1999 17:00,20 minutes,1200.0,35.1980556,-111.65055559999999,oval,az
73454,lakewood,A very bright white rectangular object which did not appear to be moving&#44 but instead a clould moved over it and then it went behind Gr,us,9/12/1999,9/1/1999 19:40,19:44,1184.0,39.7047222,-105.08083329999998,rectangle,co
73455,mexico,Black object seen flying very high/fast changing direction/altitude at incredible rate until it disapeared into the clouds.,us,9/12/1999,9/1/1999 19:40,45 sec,45.0,39.1697222,-91.8827778,unknown,mo
73456,vallejo,I&#39m not sure my first post went through&#44 I was kicked off the internet. A power outage occured between these hours throughout a large p,us,9/12/1999,9/1/1999 19:40,1hr 20min,4800.0,38.1041667,-122.25555559999998,,ca
73457,gold beach,Fireball flew from west to east by south-east.  Split into three peices and disapeared over the horizon.,us,10/2/1999,9/1/1999 20:30,1 minute,60.0,42.4075,-124.42055559999999,fireball,or
73458,coon rapids,Large boomerang shaped invisible object blocked starlight while flying across sky,us,1/10/2009,9/1/1999 21:00,8-10 seconds,10.0,45.12,-93.2875,triangle,mn
73459,kapaa,While vacationing on the East Coast of Kauai I went out on a clear night and looked up at the stars. I saw lots of satelites and I also,us,11/17/1999,9/1/1999 21:00,10min.,600.0,22.0783333,-159.3219444,triangle,hi
73460,medford,My sons caretaker was standing in the parking lot in Meford&#44 Or. last Wednesday and saw a bright orange/red ball coming over the Table,us,9/12/1999,9/1/1999 21:00,a few minutes,120.0,42.326666700000004,-122.87444440000002,changing,or
73461,mica mountain,Round pure white UFO. About 45 degrees off horizon. Not fast enough for a meteor and too fast for a plane. Went to the ground.,,9/12/1999,9/1/1999 21:00,5 sec,5.0,47.996821999999995,-118.766958,light,wa
73462,paola,Shape shifter&#44 Cigar shaped craft.,us,9/9/2013,9/1/1999 21:00,<1 minute,60.0,38.5722222,-94.8788889,cigar,ks
73463,portland,Two seperate fly by&#39s of apparently military Jets&#44 with no wing or nose lights&#44 Afterburners produced only visible light. Extremely Lou,us,9/12/1999,9/1/1999 21:10,15 min space between 2 ev,900.0,45.523611100000004,-122.675,other,or
73464,fairfield,A huge black triangular object was seen slowly traversing across the sky very close at what he estimated to be 900&#39 off the ground.  Th,us,10/2/1999,9/1/1999 21:13,3-5 min.,300.0,38.249444399999994,-122.0388889,triangle,ca
73465,coos bay,large fireball&#44 faded to long cone shaped object moving from west to east about 15 to 20 degrees up from horizon,us,10/2/1999,9/1/1999 21:25,15-30 seconds,30.0,43.3666667,-124.21666670000002,other,or
73466,florence,Orange&#44 moving south&#44 followed by small illuminated object below and slightly behind. Continued burning until obscured by trees.,us,9/12/1999,9/1/1999 21:25,15 seconds,15.0,43.9827778,-124.0986111,fireball,or
73467,alturas,Group of bright lights (varied colors&#44green&#44 yel.)&#44 ea. had tail&#44 broader &amp; shorter than comet.NW/SE like a jet would fly&#44 not like met,us,9/12/1999,9/1/1999 21:30,1 min.,60.0,41.4872222,-120.5413889,,ca
73468,alturas,bright lights in formation traveling south to north,us,9/12/1999,9/1/1999 21:30,20 seconds,20.0,41.4872222,-120.5413889,formation,ca
73469,auburn,Traveling across the entire horizon in less than 2 minutes&#44 7-8 comet-like objects blazed across the sky. One of the objects trailed of,us,9/12/1999,9/1/1999 21:30,2 minutes,120.0,38.896666700000004,-121.07583329999999,fireball,ca
73470,auburn,Sparkling Streaks- First impression was that it was space debris entering- What was unusual was that there seemed to be a formation of,us,10/2/1999,9/1/1999 21:30,30 sec,30.0,38.896666700000004,-121.07583329999999,fireball,ca
73471,black rock city (near gerlach),Horizon to horizon cluster of slow-miving&#44 fragmenting fireballs with colorful trails,,10/19/1999,9/1/1999 21:30,45 sec. - 1.5 min.,135.0,40.788645,-119.203018,fireball,nv
73472,black rock city,small bright lights traveling in straight line with red trails,,10/2/1999,9/1/1999 21:30,20 seconds,20.0,40.788645,-119.203018,fireball,nv
73473,chico,Four glowing objects slowly moving across the night sky&#44 leaving a short trail.,us,9/12/1999,9/1/1999 21:30,20 seconds?,20.0,39.7286111,-121.8363889,fireball,ca
73474,el dorado hills,Saw 3 lights in triangular type formation. with clouds glowing around each light. No blinking just solid light. traveling in perfect fo,us,9/12/1999,9/1/1999 21:30,1minute,60.0,38.6858333,-121.0811111,light,ca
73475,eugene,White fuzzy circle&#44 red streak&#44 fireball&#44 acceleting at a very fast rate&#44 gone...,us,9/12/1999,9/1/1999 21:30,5 seconds,5.0,44.0522222,-123.08555559999999,light,or
73476,lake trinity (aprox. 30 miles north of redding&#44 ca),Witnessed a bright red ball of light floating across the sky&#44 much slower than a metor&#44 that broke up into several parts and left an or,,9/12/1999,9/1/1999 21:30,aprox 2 min.,120.0,40.981833,-123.01159799999999,fireball,ca
73477,marinwood (northern part of san rafael),Standing on the back deck of my friend&#39s house&#44 facing east&#44 we observed 3 objects to the north/northeast moving in a perfectly straigh,us,9/12/1999,9/1/1999 21:30,7 seconds,7.0,38.0383333,-122.53666670000001,teardrop,ca
73478,northern california (16&#44500 ft over sierra mountains),6-7 flaming light objects with comet-like tails viewed by pilot of aircraft at 16&#44500 feet in dark over Sierra Mountains.,,9/12/1999,9/1/1999 21:30,1min 30 sec,90.0,38.837522,-120.895824,other,ca
73479,novato,we were traveling east on hwy. 37 and saw moving slowly above us from the north/west&#44 what looked like three giant bars of light&#44 simil,us,10/2/1999,9/1/1999 21:30,3+ minutes,180.0,38.1075,-122.5686111,light,ca
73480,portland,direction traveling NW to NE objects were about the size of split pea at arms length colour&#44 red One appeared from nowhere traveling NE,us,9/12/1999,9/1/1999 21:30,1-2 minutes,120.0,45.523611100000004,-122.675,unknown,or
73481,reno,A Meteor with a Difference.,us,9/12/1999,9/1/1999 21:30,1 minute,60.0,39.5297222,-119.81277779999999,fireball,nv
73482,saddleback fire lookout- tahoe natl. forest- downieville dis,16 Sept 99     5:11 P.M. After hearing Ron Davenport this afternoon&#44 on the local radio station in Nevada City&#44 CA (KVMR-FM)&#44 I decided,,10/2/1999,9/1/1999 21:30,approx. 30 seconds?,30.0,36.778261,-119.41793200000001,unknown,ca
73483,vacaville,The object was considerably larger then a C-5&#44 and was irregular in shape.  As it was clear the object did have a surface mass he descr,us,10/2/1999,9/1/1999 21:30,3-5 min,300.0,38.3566667,-121.98666670000001,triangle,ca
73484,wilsonville/canby,Orange glow of light that faded away moved horizontal&#44 glow diminished but still visible.,,9/12/1999,9/1/1999 21:30,1 min,60.0,45.260615,-122.658978,light,or
73485,portland,Observed and heard two F-15 air natl. guard jets with full afterburner turning south over my location (west hills) at btwn. 2130 &amp; 2135,us,10/2/1999,9/1/1999 21:35,25-35 sec.,35.0,45.523611100000004,-122.675,,or
73486,donner summit (15 miles west of; interstate 80),Driving West on I-80 about 10 miles West of Donner Summit; saw red light formation approaching from Northwest to Southeast.  As it came,,9/12/1999,9/1/1999 21:40,25 seconds,25.0,39.316306,-120.333802,light,ca
73487,middlesbrough (uk/england),bright teardrop descending,gb,3/11/2006,9/1/1999 21:40,10min?,600.0,54.572778,-1.162778,teardrop,
73488,orland,We have a Dairy in Northern California just east of Interstate 5. I was out side feeding the cows and to the east on the horizon level,us,9/12/1999,9/1/1999 21:40,2 to 3 min,180.0,39.7475,-122.1952778,fireball,ca
73489,portland,High Performance A/C at full military power,us,10/2/1999,9/1/1999 21:40,10+ sec.,10.0,45.523611100000004,-122.675,,or
73490,sacramento,streaming&#44flow of light&#44similar to that of northern lights (aurora),us,9/12/1999,9/1/1999 21:40,5-10seconds,10.0,38.5816667,-121.49333329999999,changing,ca
73491,santa barbara,An orange stick shaped object paused at about 80 deg. and slowly went down over harbor area to the south.,us,3/16/2000,9/1/1999 21:45,10 sec.,10.0,34.4208333,-119.69722220000001,cigar,ca
73492,nenana,Several stars moving then stopping and moving again in another direction.,us,5/24/2005,9/1/1999 22:00,20 minutes,1200.0,64.5638889,-149.09305559999999,light,ak
73493,orwigsburg/deer lake area,Observed 4 to 6 orange*&#44 red*&#44 and yellow* glowing objects surround me and my 3 freinds&#44 and seemed to observe us more than we observed,,9/12/1999,9/1/1999 22:00,2-3 hours,10800.0,40.5934,-76.143592,diamond,pa
73494,adelaide (south australia),the 2 lights moved around quite fast zig-zaging and going around in circles behind the cloud........,au,3/21/2003,9/1/1999 22:30,20-45 mins,2700.0,-34.928661,138.598633,light,
73495,santa barbara,Bright orange vertical cigar shaped something at 45 deg. slowly drop into ocean?,us,9/12/1999,9/1/1999 22:30,5 sec.,5.0,34.4208333,-119.69722220000001,cigar,ca
73496,spokane,Brief very rapid movement over hills to north from spokane valley. Banks of lights on wedge shape. Very strange.,us,9/12/1999,9/1/1999 22:30,5 seconds,5.0,47.658888899999994,-117.425,triangle,wa
73497,brier,While sitting in hot tub gazing at the stars my wife and I observed 3 what appeared to be satelites,us,9/12/1999,9/1/1999 23:00,30 sec,30.0,47.7847222,-122.27305559999999,formation,wa
73498,chico,a fast moving object appeared in the raod while I was driving&#44 blue and white lights&#44 I stopped and watched&#44 the object stopped and hov,us,9/19/2002,9/1/1999 23:00,approx 30 sec,30.0,39.7286111,-121.8363889,other,ca
73499,huntington,A bright star suddenly appeared in the western sky. It then fell toward the earth in a streak of white light. Near the horizon&#44 it sudd,us,9/12/1999,9/1/1999 23:30,less 1minute,60.0,38.4191667,-82.4452778,rectangle,wv
73500,independence,Aircraft in formation,us,9/12/1999,9/1/1999 23:30,1 minute,60.0,39.091111100000006,-94.4152778,other,mo
73501,lima,Looking to the Northeast&#44 I saw two orange lights that just disappeared.  I have seen these lights on several occasions along with frie,us,10/2/1999,9/1/1999 23:30,1 to 3 min,180.0,40.7425,-84.1052778,light,oh
73502,murfreesboro,Two objects seen possiably leaving moon&#39s surface or flying around Moon....,us,10/2/1999,9/1/1999 23:58,5-10 minutes,600.0,35.845555600000004,-86.39027779999999,fireball,tn
